89883,thành phố Long Xuyên,89
89884,thành phố Châu Đốc,89
89887,thị xã Tân Châu,89
89886,huyện An Phú,89
89889,huyện Châu Phú,89
89892,huyện Châu Thành,89
89893,huyện Chợ Mới,89
89888,huyện Phú Tân,89
89894,huyện Thoại Sơn,89
89890,huyện Tịnh Biên,89
89891,huyện Tri Tôn,89
95954,thành phố Bạc Liêu,95
95959,thị xã Giá Rai,95
95960,huyện Đông Hải,95
95961,huyện Hòa Bình,95
95956,huyện Hồng Dân,95
95957,huyện Phước Long,95
95958,huyện Vĩnh Lợi,95
52540,thành phố Quy Nhơn,52
52549,thị xã An Nhơn,52
52542,huyện An Lão,52
52544,huyện Hoài Ân,52
52543,huyện Hoài Nhơn,52
52548,huyện Phù Cát,52
52545,huyện Phù Mỹ,52
52547,huyện Tây Sơn,52
52550,huyện Tuy Phước,52
52551,huyện Vân Canh,52
52546,huyện Vính Thạnh,52
77747,thành phố Vũng Tàu,77
77748,thành phố Bà Rịa,77
77755,huyện Côn Đảo,77
77750,huyện Châu Đức,77
77753,huyện Đất Đỏ,77
77752,huyện Long Điền,77
77754,huyện Tân Thành,77
77751,huyện Xuyên Mộc,77
74718,thành phố Thủ Dầu Một,74
74721,thị xã Bến Cát,74
74724,thị xã Dĩ An,74
74726,thị xã Tân Uyên,74
74725,thị xã Thuận An,74
74723,huyện Bắc Tân Uyên,74
74719,huyện Bàu Bàng,74
74720,huyện Dầu Tiếng,74
74722,huyện Phú Giáo,74
24213,thành phố Bắc Giang,24
24223,huyện Hiệp Hòa,24
24217,huyện Lạng Giang,24
24218,huyện Lục Nam,24
24219,huyện Lục Ngạn,24
24220,huyện Sơn Động,24
24216,huyện Tân Yên,24
83829,thành phố Bến Tre,83
83837,huyện Thạnh Phú,83
83836,huyện Ba Tri,83
24222,huyện Việt Yên,24
24221,huyện Yên Dũng,24
24215,huyện Yên Thế,24
6058,thành phố Bắc Kạn,6
6061,huyện Ba Bể,6
6063,huyện Bạch Thông,6
6064,huyện Chợ Đồn,6
6065,huyện Chợ Mới,6
6066,huyện Na Rì,6
6062,huyện Ngân Sơn,6
6060,huyện Pác Nặm,6
83835,huyện Bình Đại,83
83831,huyện Châu Thành,83
83832,huyện Chợ Lách,83
83834,huyện Giồng Trôm,83
83838,huyện Mỏ Cày Bắc,83
83833,huyện Mỏ Cày Nam,83
27256,thành phố Bắc Ninh,27
27261,thị xã Từ Sơn,27
27263,huyện Gia Bình,27
27264,huyện Lương Tài,27
27259,huyện Quế Võ,27
27262,huyện Thuận Thành,27
27260,huyện Tiên Du,27
27258,huyện Yên Phong,27
92918,quận Bình Thủy,92
92919,quận Cái Răng,92
92916,quận Ninh Kiều,92
92917,quận Ô Môn,92
92923,quận Thốt Nốt,92
92925,huyện Cờ Đỏ,92
92926,huyện Phong Điền,92
92927,huyện Thới Lai,92
92924,huyện Vĩnh Thạnh,92
4040,thành phố Cao Bằng,4
4043,huyện Bảo Lạc,4
4042,huyện Bảo Lâm,4
4048,huyện Hạ Lang,4
4045,huyện Hà Quảng,4
4051,huyện Hòa An,4
4052,huyện Nguyên Bình,4
4050,huyện Phục Hòa,4
4049,huyện Quảng Uyên,4
4053,huyện Thạch An,4
4044,huyện Thông Nông,4
4046,huyện Trà Lĩnh,4
4047,huyện Trùng Khánh,4
48495,quận Cẩm Lệ,48
48492,quận Hải Châu,48
48490,quận Liên Chiểu,48
48494,quận Ngũ Hành Sơn,48
48493,quận Sơn Trà,48
48491,quận Thanh Khê,48
48498,huyện Hoàng Sa,48
48497,huyện Hòa Vang,48
67660,thị xã Gia Nghĩa,67
67662,huyện Cư Jút,67
67661,huyện Đắk Glong,67
67663,huyện Đắk Mil,67
67666,huyện Đắk RLấp,67
67665,huyện Đắk Song,67
67664,huyện Krông Nô,67
67667,huyện Tuy Đức,67
70689,thành phố Đồng Xoài,70
70690,thị xã Bình Long,70
70688,thị xã Phước Long,70
70696,huyện Bù Đăng,70
70693,huyện Bù Đốp,70
70691,huyện Bù Gia  Mập,70
70697,huyện Chơn Thành,70
60593,thành phố Phan Thiết,60
60594,thị xã La Gi,60
60596,huyện Bắc Bình,60
60602,huyện Phú Quý,60
60600,huyện Đức Linh,60
60601,huyện Hàm Tân,60
60597,huyện Hàm Thuận Bắc,60
60598,huyện Hàm Thuận Nam,60
60599,huyện Tánh Linh,60
60595,huyện Tuy Phong,60
70695,huyện Đồng Phú,70
70694,huyện Hớn Quản,70
70692,huyện Lộc Ninh,70
70698,huyện Phú Riềng,70
96964,thành phố Cà Mau,96
96969,huyện Cái Nước,96
96970,huyện Đầm Dơi,96
96971,huyện Năm Căn,96
96973,huyện Ngọc Hiển,96
66643,thành phố Buôn Ma Thuột,66
66644,thị xã Buôn Hồ,66
66647,huyện Buôn Đôn,66
66657,huyện Cư Kuin,66
96972,huyện Phú Tân,96
96967,huyện Thới Bình,96
96968,huyện Trần Văn Thời,96
96966,huyện U Minh,96
66648,huyện Cư MGar,66
66645,huyện Ea HLeo,66
66646,huyện Ea Súp,66
66651,huyện Ea Kar,66
66655,huyện Krông Ana,66
66653,huyện Krông Bông,66
66649,huyện Krông Búk,66
66650,huyện Krông Năng,66
66654,huyện Krông Pắk,66
66656,huyện Lắk,66
66652,huyện MDrắk,66
75731,thành phố Biên Hòa,75
75732,thị xã Long Khánh,75
75739,huyện Cẩm Mỹ,75
75736,huyện Định Quán,75
75740,huyện Long Thành,75
75742,huyện Nhơn Trạch,75
75734,huyện Tân Phú,75
75738,huyện Thống Nhất,75
75737,huyện Trảng Bom,75
75735,huyện Vĩnh Cửu,75
75741,huyện Xuân Lộc,75
42436,thành phố Hà Tĩnh,42
42437,thị xã Hồng Lĩnh,42
42449,thị xã Kỳ Anh,42
42446,huyện Cẩm Xuyên,42
42443,huyện Can Lộc,42
42440,huyện Đức Thọ,42
42444,huyện Hương Khê,42
42439,huyện Hương Sơn,42
42447,huyện Kỳ Anh,42
42448,huyện Lộc Hà,42
42442,huyện Nghi Xuân,42
42445,huyện Thạch Hà,42
42441,huyện Vũ Quang,42
35347,thành phố Phủ Lý,35
35352,huyện Bình Lục,35
35349,huyện Duy Tiên,35
35350,huyện Kim Bảng,35
35353,huyện Lý Nhân,35
35351,huyện Thanh Liêm,35
30288,thành phố Hải Dương,30
30290,thành phố Chí Linh,30
30296,huyện Bình Giang,30
30295,huyện Cẩm Giàng,30
30297,huyện Gia Lộc,30
30293,huyện Kim Thành,30
30292,huyện Kinh Môn,30
30291,huyện Nam Sách,30
30299,huyện Ninh Giang,30
30294,huyện Thanh Hà,30
30300,huyện Thanh Miện,30
30298,huyện Tứ Kỳ,30
31308,quận Đồ Sơn,31
31309,quận Dương Kinh,31
31306,quận Hải An,31
31303,quận Hồng Bàng,31
31307,quận Kiến An,31
31305,quận Lê Chân,31
31304,quận Ngô Quyền,31
31312,huyện An Dương,31
31313,huyện An Lão,31
31318,huyện Bạch Long Vĩ,31
31317,huyện Cát Hải,31
31314,huyện Kiến Thụy,31
31311,huyện Thủy Nguyên,31
31315,huyện Tiên Lãng,31
31316,huyện Vĩnh Bảo,31
79760,quận 1,79
79769,quận 2,79
79770,quận 3,79
79773,quận 4,79
79774,quận 5,79
79775,quận 6,79
79778,quận 7,79
79776,quận 8,79
79763,quận 9,79
79771,quận 10,79
79772,quận 11,79
79761,quận 12,79
79777,quận Bình Tân,79
79765,quận Bình Thạnh,79
79764,quận Gò Vấp,79
79768,quận Phú Nhuận,79
79766,quận Tân Bình,79
79767,quận Tân Phú,79
79762,quận Thủ Đức,79
79785,huyện Bình Chánh,79
79787,huyện Cần Giờ,79
79783,huyện Củ Chi,79
79784,huyện Hóc Môn,79
79786,huyện Nhà Bè,79
33323,thành phố Hưng Yên,33
33329,huyện Ân Thi,33
33330,huyện Khoái Châu,33
33331,huyện Kim Động,33
33328,huyện Mỹ Hào,33
33333,huyện Phù Cừ,33
33332,huyện Tiên Lữ,33
33326,huyện Văn Giang,33
33325,huyện Văn Lâm,33
33327,huyện Yên Mỹ,33
56568,thành phố Nha Trang,56
56569,thành phố Cam Ranh,56
56572,thị xã Ninh Hòa,56
56570,huyện Cam Lâm,56
56574,huyện Diên Khánh,56
56575,huyện Khánh Sơn,56
56573,huyện Khánh Vĩnh,56
56576,huyện Trường Sa,56
56571,huyện Vạn Ninh,56
64622,thành phố Pleiku,64
64623,thị xã An Khê,64
64624,thị xã Ayun Pa,64
64627,huyện Chư Păh,64
64632,huyện Chư Prông,64
64639,huyện Chư Pưh,64
64633,huyện Chư Sê,64
64626,huyện Đăk Đoa,64
64634,huyện Đăk Pơ,64
64631,huyện Đức Cơ,64
64628,huyện Ia Grai,64
64635,huyện Ia Pa,64
64625,huyện Kbang,64
64630,huyện Kông Chro,64
64637,huyện Krông Pa,64
64629,huyện Mang Yang,64
64638,huyện Phú Thiện,64
91899,thành phố Rạch Giá,91
91900,thành phố Hà Tiên,91
91908,huyện An Biên,91
91909,huyện An Minh,91
91905,huyện Châu Thành,91
91911,huyện Phú Quốc,91
91914,huyện Giang Thành,91
91906,huyện Giồng Riềng,91
91907,huyện Gò Quao,91
91903,huyện Hòn Đất,91
91912,huyện Kiên Hải,91
91902,huyện Kiên Lương,91
91904,huyện Tân Hiệp,91
91913,huyện U Minh Thượng,91
91910,huyện Vĩnh Thuận,91
62608,thành phố Kon Tum,62
62610,huyện Đắk Glei,62
62615,huyện Đắk Hà,62
62612,huyện Đắk Tô,62
62613,huyện Kon Plông,62
62614,huyện Kon Rẫy,62
62611,huyện Ngọc Hồi,62
62616,huyện Sa Thầy,62
62617,huyện Tu Mơ Rông,62
62618,huyện Ia HDrai,62
93930,thành phố Vị Thanh,93
93937,thị xã Long Mỹ,93
93931,thị xã Ngã Bảy,93
93933,huyện Châu Thành,93
93932,huyện Châu Thành A,93
93936,huyện Long Mỹ,93
93934,huyện Phụng Hiệp,93
93935,huyện Vị  Thủy,93
12105,thành phố Lai Châu,12
12107,huyện Mường Tè,12
12112,huyện Nậm Nhùn,12
12108,huyện Phong Thổ,12
12109,huyện Sìn Hồ,12
12106,huyện Tam Đường,12
12111,huyện Tân Uyên,12
12110,huyện Than Uyên,12
17148,thành phố Hòa Bình,17
17154,huyện Cao Phong,17
17150,huyện Đà Bắc,17
17153,huyện Kim Bôi,17
17151,huyện Kỳ Sơn,17
17157,huyện Lạc Sơn,17
17159,huyện Lạc Thủy,17
17152,huyện Lương Sơn,17
17156,huyện Mai Châu,17
17155,huyện Tân Lạc,17
17158,huyện Yên Thủy,17
10080,thành phố Lào Cai,10
10085,huyện Bắc Hà,10
10086,huyện Bảo Thắng,10
10087,huyện Bảo Yên,10
10082,huyện Bát Xát,10
10083,huyện Mường Khương,10
10088,huyện Sa Pa,10
10084,huyện Si Ma Cai,10
10089,huyện Văn Bàn,10
